# P	count	tag	form
1.00	1	VERB	лукавил
1.00	1	VERB	Демонополизированы
1.00	7	VERB	поучаствовать
1.00	2	ADJ	строительном
1.00	1	NOUN	буме
1.00	4	NOUN	спираль
1.00	3	VERB	раскручиваться
1.00	2	ADJ	стартового
1.00	1	NOUN	лари
1.00	11	NOUN	арене
1.00	4	ADJ	строительного
1.00	4	NOUN	бума
1.00	5	NOUN	Строительство
1.00	5	NOUN	отдачу
1.00	1	NOUN	отмывания
1.00	29	NOUN	коррупцией
1.00	2	NOUN	крышевания
1.00	1	VERB	наживать
1.00	1	ADJ	памятно
1.00	6	NOUN	масках
1.00	3	VERB	ворвались
1.00	1	NUM	двухстах
1.00	1	ADJ	свежепостроенной
1.00	10	NOUN	гостиницы
1.00	1	VERB	уложив
1.00	2	NOUN	разбору
1.00	4	ADV	торжественно
1.00	1	VERB	вскрыли
1.00	1	ADJ	кассовый
1.00	1	NOUN	прайм-тайм
1.00	1	NOUN	Бункер
1.00	6	NOUN	страстей
1.00	4	VERB	отмечать
1.00	1	ADJ	неодолимую
1.00	4	NOUN	тягу
1.00	1	ADJ	военизированному
1.00	1	ADJ	внезапная
1.00	15	NOUN	проверка
1.00	1	VERB	устроенная
1.00	2	NOUN	гимнастикой
1.00	1	VERB	сочтена
1.00	1	NOUN	пиаром
1.00	16	VERB	получал
1.00	5	ADJ	явное
1.00	1	NOUN	обилия
1.00	1	NOUN	телекамер
1.00	1	VERB	командирует
1.00	4	NOUN	друзьям
1.00	1	PROPN	Ираклию
1.00	10	NOUN	министру
1.00	1	PROPN	Вано
1.00	1	PROPN	Мерабишвили
1.00	4	VERB	связывает
1.00	2	ADJ	студенческая
1.00	3	NOUN	юность
1.00	1	NOUN	прелестей
1.00	4	NOUN	взносы
1.00	15	NOUN	фонды
1.00	1	NOUN	шутники
1.00	7	ADJ	семейной
1.00	7	NOUN	демократией
1.00	1	ADJ	дружеской
1.00	1	VERB	национализирует
1.00	6	NOUN	телеканалы
1.00	1	VERB	Сделавший
1.00	1	PROPN	Рустави
1.00	1	VERB	транслирует
1.00	22	NOUN	реальность
1.00	1	ADJ	верноподданнических
1.00	2	NOUN	интонациях
1.00	1	ADJ	грузинское
1.00	1	NOUN	Редакторы
1.00	1	VERB	подумают
1.00	1	VERB	напечатают
1.00	3	ADJ	рискованное
1.00	3	VERB	напечатать
1.00	4	ADJ	неприятный
1.00	1	NOUN	эксклюзив
1.00	7	VERB	предпочитали
1.00	1	NOUN	неприятностям
1.00	1	ADJ	взаимовыгодные
1.00	1	NOUN	редакторы
1.00	7	VERB	закрывает
1.00	7	NOUN	членам
1.00	2	ADV	жизнерадостно
1.00	3	ADJ	путинская
1.00	2	ADJ	революционным
1.00	6	VERB	мешал
1.00	1	ADJ	донбасская
1.00	1	PROPN	Вандея
1.00	1	VERB	сложена
1.00	3	NOUN	триумфа
1.00	2	NOUN	идиллии
1.00	1	VERB	принявший
1.00	1	NOUN	харизматика
1.00	1	VERB	превратил
1.00	1	ADJ	неамбициозных
1.00	1	NOUN	сателлитов
1.00	1	PROPN	Вандею
1.00	2	PROPN	Батуми
1.00	2	VERB	задушил
1.00	2	NOUN	зачистки
1.00	17	ADJ	политическое
1.00	4	VERB	принявших
1.00	2	NOUN	ненадобностью
1.00	4	VERB	приглашены
1.00	1	NOUN	раздач
1.00	1	VERB	отстраненных
1.00	1	ADJ	Отдельные
1.00	1	NOUN	раскольники
1.00	3	ADJ	Единого
1.00	2	VERB	обрели
1.00	2	VERB	рассориться
1.00	3	NOUN	победителями
1.00	1	ADJ	грядущими
1.00	2	NOUN	соблазнами
1.00	2	NOUN	консерваторов
1.00	2	PROPN	Кобы
1.00	2	PROPN	Давиташвили
1.00	2	VERB	стоявшего
1.00	1	ADJ	пламенного
1.00	1	NOUN	революционера
1.00	1	NOUN	небосклоне
1.00	1	VERB	запоминается
1.00	1	PROPN	Коба
1.00	2	ADJ	оппозиционными
1.00	1	VERB	обрисовывая
1.00	9	VERB	пытаемся
1.00	1	NOUN	лейбористов
1.00	5	ADJ	тихой
1.00	3	NOUN	кончины
1.00	1	ADJ	единственных
1.00	1	NOUN	республиканцы
1.00	1	VERB	борющимися
1.00	1	NOUN	аллюзий
1.00	1	ADJ	смелые
1.00	1	NOUN	римейку
1.00	1	NOUN	триллеру
1.00	6	NOUN	бункер
1.00	1	VERB	выкуривали
1.00	1	PROPN	Гамсахурдиа
1.00	1	VERB	расколется
1.00	3	ADJ	мучительным
1.00	5	NOUN	Преемник
1.00	2	ADJ	погребальный
1.00	1	VERB	расшатавшей
1.00	1	ADJ	ржавые
1.00	2	NOUN	каркасы
1.00	5	PROPN	Содружества
1.00	5	NOUN	Сценарий
1.00	1	NOUN	брутальности
1.00	12	ADJ	творческой
1.00	1	ADJ	неинтересный
1.00	2	NOUN	Скептики
1.00	1	VERB	запрограммированного
1.00	1	ADJ	неисследованный
1.00	4	NOUN	нюанс
1.00	1	ADJ	азартным
1.00	5	NOUN	играм
1.00	1	ADJ	запальчивое
1.00	1	NOUN	пари
1.00	4	VERB	Стоило
1.00	4	VERB	высказать
1.00	12	VERB	вступит
1.00	2	NOUN	ладонь
1.00	1	VERB	заинтригованные
1.00	1	ADJ	грядущим
1.00	1	NOUN	состязанием
1.00	1	VERB	Спорим
1.00	9	NOUN	бутылок
1.00	3	NOUN	коньяка
1.00	1	ADV	примирительно
1.00	1	NOUN	синхронизации
1.00	9	NOUN	соседями
1.00	2	PROPN	Азербайджаном
1.00	1	PROPN	Арменией
1.00	2	INTJ	Ай
1.00	2	VERB	слушай
1.00	9	ADJ	индивидуального
1.00	3	NOUN	партнерства
1.00	4	PROPN	Меркель
1.00	7	VERB	простить
1.00	1	NOUN	недруги
1.00	1	ADJ	увлекательнее
1.00	1	VERB	обуславливался
1.00	2	ADJ	искренней
1.00	2	ADJ	прагматичной
1.00	1	VERB	балансировать
1.00	1	ADJ	улыбчивым
1.00	1	VERB	смотрелся
1.00	4	NOUN	подозрения
1.00	1	VERB	крепнуть
1.00	1	NOUN	находка
1.00	3	ADJ	надежная
1.00	7	NOUN	гарантия
1.00	3	ADJ	авторитарных
1.00	1	NOUN	склонностей
1.00	3	ADJ	постсоветского
1.00	2	VERB	сбежав
1.00	1	VERB	умудрялись
1.00	1	VERB	научившись
1.00	2	NOUN	беглецы
1.00	1	NOUN	полутонов
1.00	3	VERB	решилась
1.00	7	VERB	совместить
1.00	1	ADJ	безоглядного
1.00	3	NOUN	бегства
0.44	4	ADJ	родным
0.56	5	NOUN	родным
1.00	1	NOUN	жанром
1.00	3	NOUN	Техника
1.00	2	VERB	Играть
1.00	5	NOUN	адвоката
0.50	1	ADJ	необратимо
0.50	1	ADV	необратимо
1.00	10	VERB	держится
1.00	3	NOUN	президентство
1.00	1	NOUN	плацдарм
1.00	7	ADJ	дальнейшему
1.00	1	NOUN	самоутверждению
1.00	2	ADJ	покруче
1.00	5	NOUN	генсека
1.00	1	NOUN	нюансах
1.00	1	VERB	отказывает
0.67	4	VERB	знающие
0.33	2	ADJ	знающие
1.00	1	VERB	оговариваются
1.00	1	NOUN	импульсивности
1.00	2	VERB	статься
1.00	6	VERB	объяснили
1.00	1	NOUN	полушепотом
1.00	15	PROPN	Буш
1.00	2	VERB	танцевать
1.00	2	VERB	приезжал
1.00	3	VERB	рекомендовал
1.00	1	NOUN	полемике
1.00	1	NOUN	увещеваний
1.00	11	VERB	требовалось
1.00	1	ADV	Сколь
1.00	5	ADJ	интересен
1.00	1	NOUN	психоаналитику
1.00	4	ADJ	объективные
1.00	4	PROPN	Азербайджан
1.00	2	NOUN	Пространство
1.00	1	ADJ	внутриполитического
1.00	4	NOUN	маневра
1.00	2	VERB	вмещает
1.00	1	NOUN	Стандарты
1.00	1	NOUN	прообразе
1.00	3	NOUN	демократизацией
1.00	1	VERB	наученный
1.00	2	ADJ	постсоветским
1.00	2	ADJ	Макроэкономические
1.00	1	ADJ	блестящи
1.00	1	NOUN	бессмысленность
1.00	1	NOUN	сельхозпереработку
1.00	6	VERB	отвергает
1.00	1	ADJ	Венецианской
1.00	3	NOUN	соседству
1.00	1	NOUN	доброжелательность
1.00	5	VERB	относился
1.00	1	ADJ	медвежий
1.00	1	VERB	отобьется
1.00	2	VERB	потерявшая
1.00	6	NOUN	стимулы
1.00	10	NOUN	ориентиры
1.00	1	VERB	двинется
0.83	5	ADV	мучительно
0.17	1	ADJ	мучительно
1.00	1	VERB	выруливает
1.00	1	ADJ	призрачной
1.00	1	NOUN	развязке
1.00	1	ADJ	косовская
1.00	1	ADJ	безнадежная
1.00	1	ADJ	геостратегическая
1.00	3	NOUN	провинция
1.00	4	PROPN	Ираном
1.00	11	NOUN	пожаров
1.00	3	NOUN	сюжетов
1.00	3	VERB	подарила
1.00	1	DET	Своего
1.00	1	ADJ	осведомленного
0.67	4	NOUN	знакомого
0.33	2	ADJ	знакомого
1.00	1	NOUN	прямотой
1.00	3	NOUN	листок
1.00	2	NOUN	листке
1.00	2	PROPN	Армения
1.00	7	PROPN	Армении
1.00	4	NOUN	нитки
1.00	1	ADJ	реверсном
1.00	2	VERB	вытягивать
1.00	1	VERB	опровергает
1.00	1	ADJ	двойная
1.00	1	NOUN	неудача
1.00	2	NOUN	монополизации
1.00	6	ADJ	иранского
1.00	1	PROPN	Туркмении
1.00	2	VERB	продаст
1.00	5	NOUN	проигрыш
1.00	9	VERB	похвастаться
1.00	2	VERB	потрафить
1.00	1	NOUN	приглашением
1.00	2	VERB	повременить
1.00	3	NOUN	симбиоз
1.00	2	NOUN	Рука
0.50	1	ADJ	взвешенные
0.50	1	VERB	взвешенные
1.00	1	NOUN	тонкость
1.00	8	VERB	заданной
1.00	1	NOUN	приличиям
1.00	1	NOUN	каноны
1.00	4	NOUN	Изменение
1.00	1	VERB	закостенеть
1.00	4	DET	никакими
1.00	1	NOUN	симбиозами
1.00	2	NOUN	лексикона
1.00	2	VERB	Понимает
1.00	1	ADJ	воинствующая
1.00	3	NOUN	выводе
1.00	5	NOUN	миротворцев
1.00	1	VERB	контролировался
1.00	4	NOUN	накал
1.00	1	ADJ	беспроигрышная
1.00	1	NOUN	Расторжение
1.00	1	ADJ	Дагомысских
1.00	10	NOUN	соглашений
1.00	31	NOUN	парламента
1.00	1	VERB	кажущейся
1.00	2	NOUN	формальности
1.00	1	VERB	полыхнет
1.00	4	ADJ	неинтересно
1.00	5	VERB	разбираться
1.00	1	NOUN	настроениях
1.00	1	VERB	собирающихся
1.00	1	VERB	Винить
1.00	1	VERB	спровоцировала
1.00	5	DET	какие-нибудь
1.00	1	ADJ	неопознанные
1.00	1	ADJ	недвусмысленным
1.00	9	VERB	предупредил
1.00	4	VERB	верите
1.00	3	VERB	предоставляя
1.00	6	VERB	догадаться
1.00	1	NOUN	мотивах
1.00	1	VERB	спускать
1.00	2	ADJ	оппозиционную
1.00	4	NOUN	страсть
1.00	1	NOUN	тормозах
1.00	1	NOUN	Симбиоз
1.00	2	ADJ	неожиданную
1.00	1	VERB	Определившись
1.00	3	VERB	рисковал
1.00	6	NOUN	дядя
1.00	2	PROPN	Сэм
1.00	3	NOUN	раздражения
1.00	1	NOUN	селяне
1.00	1	ADJ	Западный
1.00	1	VERB	провозглашался
1.00	1	NOUN	постсоветья
1.00	1	VERB	Вестернизированная
1.00	1	ADJ	органичной
1.00	1	PROPN	Панкисского
1.00	3	NOUN	ущелья
1.00	1	VERB	утерянной
1.00	1	VERB	укрепившегося
1.00	1	ADJ	непреходящие
1.00	1	ADJ	былом
1.00	1	NOUN	братстве
1.00	4	NOUN	оружию
1.00	10	PROPN	Америка
1.00	5	ADJ	популярная
1.00	2	NOUN	хранитель
1.00	2	ADJ	заграничного
1.00	1	VERB	отправлю
1.00	1	VERB	доучиваться
1.00	3	NOUN	десятке
1.00	1	NOUN	двадцатке
1.00	3	ADV	отдаленно
1.00	2	VERB	напоминающего
1.00	2	ADJ	старинный
1.00	1	NOUN	типаж
1.00	3	VERB	сочли
1.00	1	ADJ	пророссийским
1.00	1	PROPN	Саломе
1.00	1	PROPN	Зурабишвили
1.00	1	VERB	приглашенная
1.00	2	NOUN	МИДа
1.00	6	NOUN	непонимание
1.00	1	VERB	изгнанная
1.00	2	ADV	по-грузински
1.00	1	NOUN	акцентом
1.00	3	ADJ	достойным
1.00	4	NOUN	крестьянин
1.00	1	PROPN	Хевсуретии
1.00	1	VERB	заинтересуется
1.00	1	NOUN	микрокредитов
1.00	6	VERB	научить
1.00	2	ADV	по-французски
1.00	1	ADJ	родительской
1.00	1	VERB	наследует
1.00	1	PROPN	Чавчавадзе
1.00	1	PROPN	Дашковой
1.00	1	VERB	Нравится
1.00	1	VERB	сработал
1.00	3	NOUN	приятеля
1.00	1	NOUN	социолога
1.00	2	VERB	спроси
1.00	1	VERB	заблестели
1.00	1	ADV	Жалко
1.00	1	NOUN	МУЗЕЙ
1.00	1	NOUN	МУЗЕЕ
1.00	3	ADJ	Московскому
1.00	5	NOUN	университету
1.00	2	PROPN	Баумана
1.00	2	ADJ	Московское
1.00	4	NOUN	училище
1.00	4	VERB	исполняется
1.00	3	NUM	175
1.00	2	VERB	изготавливали
1.00	3	NOUN	макеты
1.00	8	VERB	привозили
1.00	2	ADJ	наглядных
1.00	2	VERB	пополнялись
1.00	1	VERB	расширялась
1.00	1	VERB	множилась
1.00	2	NOUN	экспозиция
1.00	10	VERB	ограничивается
1.00	3	NOUN	рамками
1.00	4	VERB	действующую
1.00	2	ADJ	общероссийского
1.00	1	PROPN	Бауманском
1.00	3	VERB	готовили
1.00	3	ADJ	пропускной
1.00	2	ADJ	строгим
1.00	1	NOUN	пропуска
1.00	2	NOUN	юбилеем
1.00	2	PROPN	МГТУ
1.00	1	ADJ	Мраморном
1.00	4	ADJ	Политехнического
1.00	1	ADJ	Политехнический
1.00	1	NUM	1872
1.00	3	NOUN	коллективу
1.00	1	ADJ	Императорского
1.00	12	ADJ	московского
1.00	5	NOUN	училища
1.00	2	VERB	ставшего
1.00	1	PROPN	Бауманским
1.00	2	VERB	познакомить
1.00	1	NOUN	реликвиями
1.00	3	NOUN	автографы
1.00	5	NOUN	преподавателями
1.00	5	ADJ	новейшие
1.00	2	NOUN	скульптура
1.00	1	NOUN	пеликанов
1.00	1	NOUN	Пеликан
1.00	3	NOUN	самопожертвования
1.00	1	NOUN	пеликана
1.00	1	NOUN	детенышей
1.00	1	VERB	вырывает
1.00	1	NOUN	эмблемой
1.00	3	ADJ	воспитательного
1.00	2	NOUN	сирот
1.00	3	NOUN	указу
1.00	6	NOUN	вдовы
1.00	4	PROPN	Павла
1.00	1	NOUN	императрицы
1.00	3	PROPN	Марии
1.00	1	PROPN	Федоровны
1.00	1	ADJ	Ремесленное
1.00	3	ADJ	учебное
1.00	3	NOUN	заведение
1.00	1	PROPN	МРУЗ
1.00	4	NOUN	фотографий
1.00	1	VERB	закладывал
1.00	1	ADJ	воспитанных
1.00	6	NOUN	конструктора
1.00	7	NOUN	ракет
1.00	4	PROPN	Королева
1.00	1	ADJ	легендарных
1.00	1	NOUN	авиаконструкторов
1.00	2	PROPN	Туполева
1.00	18	PROPN	О.
1.00	1	PROPN	Сухого
1.00	1	NOUN	Прошлое
1.00	3	NOUN	современность
1.00	2	NOUN	стендах
1.00	6	NOUN	Модель
1.00	1	ADJ	паровой
1.00	1	ADJ	ракетный
1.00	12	NOUN	двигатель
1.00	3	ADJ	наглядные
1.00	1	NOUN	конструированию
1.00	1	ADJ	адаптивный
1.00	8	ADJ	мобильный
1.00	1	NOUN	сапер
1.00	2	NOUN	шлем
1.00	19	NOUN	пилота
1.00	8	NOUN	устройством
1.00	5	ADJ	ночного
1.00	1	VERB	запоминающихся
1.00	1	NOUN	кульман
1.00	1	NOUN	рейсшиной
1.00	1	NOUN	пантографе
1.00	1	VERB	поворачивая
1.00	1	ADJ	чертежная
1.00	2	VERB	совершенным
1.00	1	NOUN	архаизмом
1.00	1	ADJ	скольких
1.00	1	VERB	оттачивали
1.00	2	ADJ	инженерное
1.00	2	NOUN	мастерство
1.00	1	VERB	ПЫТАЮСЬ
1.00	1	VERB	ПРИБЛИЗИТЬ
1.00	1	NOUN	НАУКУ
1.00	1	NOUN	ЛЮДЯМ
1.00	2	ADJ	Оксфордского
1.00	5	ADJ	почетного
1.00	16	NOUN	заведений
1.00	1	NOUN	популяризатора
1.00	4	PROPN	Оксфорде
1.00	1	ADJ	междисциплинарную
1.00	1	VERB	исследующих
1.00	7	PROPN	Альцгеймера
1.00	5	PROPN	Паркинсона
1.00	2	NOUN	Путешествие
1.00	1	VERB	изложила
1.00	1	VERB	развила
1.00	11	NOUN	труде
1.00	1	ADJ	публицистическая
1.00	1	VERB	рассказывающая
1.00	3	ADJ	бурное
1.00	2	VERB	наступившем
1.00	15	VERB	повлиять
1.00	1	NOUN	бестселлером
1.00	5	ADJ	Британского
1.00	2	NOUN	персоной
1.00	1	NOUN	дебатов
1.00	1	VERB	родившейся
1.00	8	NOUN	взаимоотношениях
1.00	1	NOUN	Баронесса
1.00	2	VERB	встретилась
1.00	1	PROPN	Грамолину
1.00	1	NOUN	Госпожа
1.00	1	VERB	расскажите
1.00	2	NOUN	колледже
1.00	1	VERB	обучалась
1.00	1	NOUN	нейрохимика
1.00	5	ADJ	различны
1.00	1	NOUN	дегенерации
1.00	5	VERB	ставим
1.00	2	NOUN	стимуляции
1.00	4	NOUN	увлечением
1.00	5	VERB	организован
1.00	2	NOUN	нейрон
1.00	7	NOUN	цепочки
1.00	13	NOUN	нейронов
1.00	9	VERB	образуют
1.00	1	VERB	разветвленные
1.00	1	ADJ	подобна
1.00	3	NOUN	инструменту
1.00	1	NOUN	оркестре
1.00	1	ADJ	зрительном
1.00	7	NOUN	восприятии
1.00	8	ADJ	Немецкий
1.00	1	PROPN	Мюнхенского
1.00	4	PROPN	Макса
1.00	4	PROPN	Планка
1.00	4	PROPN	Петер
1.00	2	PROPN	Фромхерц
1.00	1	ADJ	выдающейся
1.00	2	ADJ	нейроэлектронную
1.00	1	VERB	интегрированную
1.00	2	VERB	состоящую
1.00	2	NOUN	микропроцессоров
1.00	1	NOUN	чипов
1.00	1	VERB	сконструированная
1.00	2	NOUN	улитки
1.00	7	VERB	выращивать
1.00	2	ADJ	мозговые
1.00	1	NOUN	чипах
1.00	1	VERB	имплантировать
1.00	5	VERB	Соединенных
1.00	1	VERB	парализованному
1.00	1	VERB	имплантировали
1.00	1	NOUN	микросхему
1.00	1	VERB	парализованный
1.00	2	VERB	передаваемой
1.00	15	NOUN	импульса
1.00	1	NOUN	нейрочип
1.00	1	NOUN	курсор
1.00	1	NOUN	монитору
1.00	5	ADJ	лабораторных
1.00	4	NOUN	крысах
1.00	5	NOUN	Животные
1.00	1	VERB	имплантированным
1.00	1	NOUN	чипам
1.00	2	VERB	нажимать
1.00	1	NOUN	рычажок
1.00	1	VERB	подслащенную
1.00	1	NOUN	Крысы
1.00	1	VERB	сообразили
1.00	1	NOUN	лакомство
1.00	1	VERB	Пытаясь
1.00	1	ADJ	сокровенную
1.00	2	VERB	решаем
1.00	3	ADJ	философские
1.00	1	NOUN	нейронауки
1.00	2	ADJ	визуальный
1.00	1	NOUN	томограмм
1.00	1	VERB	Позволяет
1.00	1	NOUN	кпд
1.00	3	VERB	взялось
1.00	2	NOUN	поверье
1.00	6	NOUN	подтверждений
1.00	1	NOUN	томограммы
1.00	7	NOUN	возрастом
1.00	4	VERB	отступает
1.00	5	VERB	заставлять
1.00	1	VERB	увлечена
1.00	5	ADJ	пожилых
1.00	3	NOUN	стимула
1.00	2	NOUN	панацеей
1.00	2	ADJ	Худшее
1.00	4	NOUN	медикаментов
1.00	1	NOUN	Леди
1.00	1	VERB	ездите
1.00	18	NOUN	занятости
1.00	2	VERB	Наступило
1.00	4	NOUN	популяризации
1.00	5	VERB	занимаемся
1.00	1	VERB	Соединенного
1.00	5	VERB	осознают
1.00	5	NOUN	общении
1.00	7	VERB	донести
1.00	10	NOUN	концепцию
1.00	5	NOUN	средствах
1.00	2	NOUN	употреблением
1.00	3	ADV	генетически
1.00	1	VERB	модифицированных
1.00	5	VERB	Согласитесь
1.00	2	ADJ	Королевском
1.00	3	VERB	обучать
1.00	2	ADJ	разнообразной
1.00	2	NOUN	проблематике
1.00	1	NOUN	пионером
1.00	1	ADJ	Убеждена
1.00	1	NOUN	наведении
1.00	3	NOUN	мостов
1.00	13	NOUN	изданий
1.00	1	ADJ	вековую
1.00	1	VERB	Адресуясь
1.00	1	ADJ	разнообразную
1.00	1	ADJ	полезную
1.00	1	NOUN	телепрограмм
1.00	1	VERB	издается
1.00	1	ADJ	научно-популярных
1.00	1	NOUN	тиражей
1.00	1	NOUN	рейтингов
1.00	1	VERB	руковожу
1.00	1	NOUN	web-сайт
1.00	8	NOUN	подходов
1.00	1	ADJ	лондонские
1.00	4	ADJ	своеобразные
1.00	1	NOUN	театры
1.00	1	VERB	отстраненными
1.00	1	NOUN	созерцателями
1.00	3	NOUN	стеклом
1.00	2	ADJ	непосредственными
1.00	6	NOUN	свидетелями
1.00	2	VERB	явилась
1.00	1	ADJ	промышленная
1.00	3	PROPN	Лондона
1.00	1	VERB	Добавлю
1.00	2	VERB	посещают
1.00	1	NOUN	скидками
1.00	1	NOUN	краткосрочность
1.00	2	ADJ	уральскими
1.00	3	ADJ	Общие
1.00	4	VERB	выяснила
1.00	2	ADJ	здешний
1.00	1	NOUN	Уральцы
1.00	1	VERB	занимаешься
1.00	1	NOUN	нейронауками
1.00	1	NOUN	иммунологией
1.00	2	NOUN	плацебо
1.00	2	ADJ	нейтральное
1.00	1	ADJ	лечебное
1.00	3	VERB	мобилизует
1.00	2	ADJ	иммунную
1.00	9	VERB	начинаем
1.00	1	ADJ	своевременной
1.00	5	ADJ	российскими
1.00	7	VERB	возникала
1.00	2	ADJ	тесного
1.00	6	NOUN	контакта
1.00	6	VERB	основанной
1.00	4	NOUN	знании
1.00	2	NOUN	биотехнология
1.00	1	ADJ	перспективнейших
1.00	7	ADJ	четвертой
1.00	2	ADJ	тернистый
1.00	9	ADJ	быстрой
1.00	6	VERB	длиться
1.00	3	VERB	разрешаются
0.67	2	ADJ	заинтересовано
0.33	1	VERB	заинтересовано
1.00	11	VERB	развивающихся
1.00	1	VERB	вложенный
1.00	1	VERB	отваживаются
1.00	2	ADJ	очевидный
1.00	1	NOUN	аудиториями
1.00	8	ADV	энергично
1.00	1	VERB	обсуждаемая
1.00	3	NOUN	коммерциализации
1.00	1	PROPN	Платэ
1.00	6	VERB	торговать
1.00	9	NOUN	точкой
1.00	10	ADJ	британской
1.00	6	PROPN	Маккензи
1.00	1	ADJ	консалтинговая
1.00	1	ADJ	Молодых
1.00	1	VERB	начинающих
1.00	5	VERB	отправляют
1.00	9	ADJ	британских
1.00	1	VERB	погружаются
1.00	1	VERB	налаживают
0.25	1	ADJ	замечательно
0.75	3	ADV	замечательно
1.00	1	NOUN	разведчиком
1.00	5	ADJ	практическую
1.00	5	VERB	оборачивается
1.00	2	ADJ	коммерческим
1.00	6	DET	некую
1.00	2	VERB	реализующих
1.00	13	NOUN	менеджеров
1.00	2	NOUN	нужность
1.00	1	VERB	почувствует
1.00	2	VERB	Создаются
1.00	16	VERB	надеюсь
1.00	3	VERB	заинтересовать
1.00	2	VERB	упомянули
1.00	1	NOUN	патронатом
1.00	2	ADJ	Давосского
1.00	4	VERB	помогали
1.00	1	NOUN	становлению
1.00	2	ADJ	питьевая
1.00	4	ADJ	авторитетные
1.00	2	ADJ	слаборазвитых
1.00	1	VERB	налаживая
1.00	2	ADJ	свежим
1.00	7	ADJ	актуальные
1.00	3	ADJ	дальнейшая
1.00	2	NOUN	демократизация
0.17	1	VERB	призвана
0.83	5	ADJ	призвана
1.00	1	VERB	удовлетворяя
1.00	1	ADJ	вечное
1.00	2	NOUN	переводчика
1.00	1	PROPN	Скворцову
1.00	2	NOUN	Подписи
1.00	2	NOUN	иллюстрациям
1.00	8	NOUN	Иллюстрация
1.00	1	ADJ	Мельчайшие
1.00	1	ADJ	пластиковые
1.00	1	NOUN	подпорки
1.00	2	ADJ	кремниевом
1.00	1	NOUN	микрочипе
1.00	4	NOUN	нейроны
1.00	13	ADJ	электронной
1.00	2	NOUN	схемой
1.00	6	VERB	растущие
1.00	1	NOUN	чипе
1.00	1	VERB	соединиться
1.00	2	VERB	образовать
1.00	2	NOUN	синапсы
1.00	1	VERB	имплантированный
1.00	4	NOUN	Болезнь
1.00	15	NUM	65
1.00	1	NOUN	Недуг
1.00	4	NOUN	симптомами
1.00	1	NOUN	слабоумия
1.00	18	VERB	уменьшается
1.00	1	VERB	съеживается
1.00	2	NOUN	нейронами
1.00	1	NOUN	недугам
1.00	1	VERB	прогрессирует
1.00	2	VERB	передвигаются
1.00	1	VERB	дрожат
1.00	2	NOUN	конечности
1.00	5	NOUN	маску
1.00	3	VERB	нарушается
1.00	1	ADJ	дофаминовая
1.00	4	ADJ	нервного
1.00	1	NOUN	депигментация
1.00	1	ADJ	меланинсодержащих
1.00	4	NOUN	снимке
0.80	4	VERB	показаны
0.20	1	ADJ	показаны
1.00	1	NOUN	паркинсонизмом
1.00	2	PROPN	ГРИНФИЛД
1.00	1	ADJ	Питерская
1.00	2	NOUN	Превратности
1.00	1	VERB	Спроси
1.00	3	NOUN	россиянина
1.00	2	NOUN	петербуржцах
1.00	3	NOUN	персоны
1.00	4	VERB	добавит
1.00	5	ADJ	петербургских
1.00	1	VERB	заполучил
1.00	1	VERB	видал
1.00	1	NOUN	царизма
1.00	2	NOUN	родина
1.00	1	NOUN	порцией
1.00	1	VERB	откусывает
1.00	3	ADJ	законные
1.00	2	VERB	выразит
1.00	20	NOUN	надежду
1.00	1	VERB	переварить
1.00	1	VERB	поверила
1.00	2	NOUN	избранность
1.00	1	ADJ	статусную
1.00	1	NOUN	избранности
1.00	1	ADJ	невских
1.00	1	NOUN	северопальмирцев
1.00	1	VERB	преобладало
1.00	2	ADJ	скромное
1.00	3	NOUN	Перспектива
1.00	5	NOUN	прибытия
1.00	3	VERB	встречена
1.00	3	ADV	доброжелательно
1.00	2	ADJ	явном
1.00	3	NOUN	контрасте
1.00	2	NOUN	опасениями
1.00	2	VERB	преобладали
1.00	1	NOUN	нашествии
1.00	3	NOUN	мигалками
1.00	1	VERB	алчущих
1.00	11	NOUN	квартир
1.00	1	NOUN	пустяком
1.00	1	ADJ	провинциальной
1.00	3	NOUN	неуверенности
1.00	4	VERB	растущая
1.00	4	VERB	порождают
1.00	1	NOUN	генерацию
1.00	2	ADJ	похожих
1.00	1	ADJ	староленинградскую
1.00	1	NOUN	обидчивость
1.00	2	ADJ	Очередные
1.00	3	ADJ	нацистские
1.00	1	NOUN	выходки
1.00	8	NOUN	нападения
1.00	4	NOUN	приезжих
1.00	1	ADJ	неарийской
1.00	2	NOUN	приметы
1.00	1	ADJ	новообретаемого
1.00	6	ADJ	столичного
1.00	1	VERB	рождают
1.00	5	NOUN	умах
1.00	1	NOUN	смущение
1.00	1	NOUN	Раздражение
1.00	1	ADV	злостно
1.00	1	VERB	принижая
1.00	1	ADJ	толерантной
1.00	3	ADJ	хозяйственном
1.00	1	NOUN	процветании
1.00	3	NOUN	наглядностью
1.00	3	VERB	воплотились
1.00	1	ADJ	Лицевая
1.00	4	NOUN	расцвета
1.00	2	ADJ	петербургский
1.00	1	NUM	8,4
1.00	1	ADJ	среднестатистическую
1.00	3	ADJ	петербургскую
1.00	2	VERB	произведено
1.00	2	ADJ	Реальные
1.00	2	NUM	14,4
1.00	12	ADV	опять-таки
1.00	5	ADJ	жилой
1.00	1	VERB	превзошло
1.00	1	VERB	приблизилось
1.00	2	ADJ	среднемесячная
1.00	1	ADJ	среднероссийской
1.00	1	ADJ	бравурные
