# sent_id = 2011Tekhnologii.xml_15

# text = В результате мы стремительно бежим вперед, разбрасывая по дороге очень ценные и нужные вещи.

8	вперед	-	ADV
9	по-настоящему	-	ADV
10	,	-	PUNCT
11	уже	-	ADV
12	учатся	-	VERB
13	разборчивости	-	NOUN
14	как	-	SCONJ
15	в	-	ADP
16	"	-	PUNCT
17	новейшем	-	ADJ
18	"	-	PUNCT
19	,	-	PUNCT
20	так	-	ADV
21	и	-	CCONJ
22	в	-	ADP
23	"	-	PUNCT
24	устаревшем	-	VERB
25	"	-	PUNCT
26	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_72

# text = Безоговорочное принятие всего нового становится уделом плебса, признаком распущенности.

1	Безоговорочное	-	ADJ
2	принятие	-	NOUN
3	всего	-	PRON
4	нового	-	ADJ
5	становится	-	VERB
6	уделом	-	NOUN
7	плебса	-	NOUN
8	,	-	PUNCT
9	признаком	-	NOUN
10	распущенности	-	NOUN
11	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_73

# text = Даже церковь на днях озаботилась вопросами террора со стороны не в меру многочисленных плодов цивилизации.

1	Даже	-	PART
2	церковь	-	NOUN
3	на	-	ADP
4	днях	-	NOUN
5	озаботилась	-	VERB
6	вопросами	-	NOUN
7	террора	-	NOUN
8	со	-	ADP
9	стороны	-	NOUN
10	не	-	PART
11	в	-	ADP
12	меру	-	NOUN
13	многочисленных	-	ADJ
14	плодов	-	NOUN
15	цивилизации	-	NOUN
16	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_74

# text = Правда, пока не наша церковь, а англиканская.

1	Правда	-	ADV
2	,	-	PUNCT
3	пока	-	SCONJ
4	не	-	PART
5	наша	-	DET
6	церковь	-	NOUN
7	,	-	PUNCT
8	а	-	CCONJ
9	англиканская	-	ADJ
10	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_75

# text = Епископы с Альбиона призвали верующих британцев во время Великого поста осваивать новые формы воздержания - отказаться от использования современной техники и электроники.

1	Епископы	-	NOUN
2	с	-	ADP
3	Альбиона	-	PROPN
4	призвали	-	VERB
5	верующих	-	NOUN
6	британцев	-	NOUN
7	во	-	ADP
8	время	-	NOUN
9	Великого	-	ADJ
10	поста	-	NOUN
11	осваивать	-	VERB
12	новые	-	ADJ
13	формы	-	NOUN
14	воздержания	-	NOUN
15	-	-	NOUN
16	отказаться	-	VERB
17	от	-	ADP
18	использования	-	NOUN
19	современной	-	ADJ
20	техники	-	NOUN
21	и	-	CCONJ
22	электроники	-	NOUN
23	.	-	PUNCT


# sent_id = 2011Tekhnologii.xml_76

# text = Для сегодняшнего человека это намного труднее, нежели просто не есть мяса, считают представители духовенства.

1	Для	-	ADP
2	сегодняшнего	-	ADJ
3	человека	-	NOUN
4	это	-	DET
5	намного	-	ADV
6	труднее	-	ADJ
7	,	-	PUNCT
8	нежели	-	SCONJ
9	просто	-	ADV
10	не	-	PART
11	есть	-	VERB
12	мяса	-	NOUN
13	,	-	PUNCT
14	считают	-	VERB
15	представители	-	NOUN
16	духовенства	-	NOUN
17	.	-	PUNCT
